id,name,rate,link
145,驚悸奇雞四維店-雞排炸雞賞味坊,4.6/5,https://www.foodpanda.com.tw/restaurant/d2rr/jing-ji-qi-ji-si-wei-dian-ji-pai-zha-ji-shang-wei-fang
146,雞加酒餐酒坊,4.3/5,https://www.foodpanda.com.tw/restaurant/y3mu/ji-jia-jiu-can-jiu-fang
147,開源社香雞排 (新北三民店),4.6/5,https://www.foodpanda.com.tw/restaurant/a5tg/kai-yuan-she-xiang-ji-pai-xin-bei-san-min-dian
148,肯德基 (板橋埔墘店),4.6/5,https://www.foodpanda.com.tw/restaurant/y3vx/ken-de-ji-ban-qiao-bu-qi-dian
149,胖老闆鹽酥G,4.3/5,https://www.foodpanda.com.tw/restaurant/a6mn/-g-1
150,紅鬼椒麻雞排,4.2/5,https://www.foodpanda.com.tw/restaurant/a5di/bo-shi-ji-pai-xin-bei-ban-qiao-zhong-qing-dian
151,么么雞脆皮雞排,4.6/5,https://www.foodpanda.com.tw/restaurant/f7vn/f7vn
152,雞霸香雞排,4.5/5,https://www.foodpanda.com.tw/restaurant/y0dv/ji-ba-xiang-ji-pai
153,吮指王 (板橋四維店),4.6/5,https://www.foodpanda.com.tw/restaurant/y3gp/shun-zhi-wang-ban-qiao-si-wei-dian
154,金色三麥 (板橋大遠百店),4.4/5,https://www.foodpanda.com.tw/restaurant/f8dz/f8dz
155,黑白泓海鮮燒烤快炒,5月5日,https://www.foodpanda.com.tw/restaurant/f3ox/f3ox
156,龍寶食堂,5月5日,https://www.foodpanda.com.tw/restaurant/f8vc/f8vc
157,百鮮鹹酥雞 (板橋三民店),4.8/5,https://www.foodpanda.com.tw/restaurant/f7hf/f7hf
158,Tea’s原味 (土城中央店),5月5日,https://www.foodpanda.com.tw/restaurant/v2ii/tea-s--36
159,Tea's原味 (土城青雲店),4.9/5,https://www.foodpanda.com.tw/restaurant/f2im/tea-s-2
160,鮑勃煎吐司,4.8/5,https://www.foodpanda.com.tw/restaurant/f4fk/f4fk
161,么么雞脆皮雞排,4.6/5,https://www.foodpanda.com.tw/restaurant/f7vn/f7vn
162,飛驒章魚燒,4.5/5,https://www.foodpanda.com.tw/restaurant/f0hh/f0hh
