id,name,rate,link
197,響味鹹酥雞 (三重自強店),4.7/5,https://www.foodpanda.com.tw/restaurant/d1we/xiang-wei-xian-su-ji-san-zhong-zi-qiang-dian
198,85度C (三重自強店),4.6/5,https://www.foodpanda.com.tw/restaurant/y3yz/85-c--163
199,C. SHOP 西點小舖,4.7/5,https://www.foodpanda.com.tw/restaurant/f1mv/c-shop-
200,2派克脆皮雞排 (新北三重格致店),4.7/5,https://www.foodpanda.com.tw/restaurant/z5mp/2pai-ke-cui-pi-ji-pai-xin-bei-san-zhong-ge-zhi-dian
201,茶美茶 (三重旗艦店),4.6/5,https://www.foodpanda.com.tw/restaurant/b1yp/cha-mei-cha-san-zhong-qi-jian-dian
202,上紅小火鍋 (三重自強店),4.7/5,https://www.foodpanda.com.tw/restaurant/y3bu/shang-hong-xiao-huo-guo-san-zhong-zi-qiang-dian
203,胖老爹美式炸雞 (三重三民店),4.6/5,https://www.foodpanda.com.tw/restaurant/b0bi/pang-lao-die-mei-shi-zha-ji-san-zhong-san-min-dian
204,七嘴八舌滷味 (三重大榮店),4.7/5,https://www.foodpanda.com.tw/restaurant/d7sv/qi-zui-ba-she-lu-wei-san-zhong-da-rong-dian
205,獨伊佳滷味店,4.7/5,https://www.foodpanda.com.tw/restaurant/b2cj/du-yi-jia-lu-wei-dian
206,麗媽香香鍋 (新北三重三和店),4.6/5,https://www.foodpanda.com.tw/restaurant/w0ck/li-ma-xiang-xiang-guo-xin-bei-san-zhong-san-he-dian
207,口?品麻辣臭豆腐 (新北三和夜市店),4.7/5,https://www.foodpanda.com.tw/restaurant/a3ju/kou-xuan-pin-ma-la-chou-dou-fu-xin-bei-san-he-ye-shi-dian
208,胖老爹美式炸雞 (三重台北橋店),4.6/5,https://www.foodpanda.com.tw/restaurant/y9yg/pang-lao-die-mei-shi-zha-ji-san-zhong-tai-bei-qiao-dian
